Symbol,Series,Date,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades
HDFC,W3,20-Oct-20,332.35,330.9,333,326,329,329.55,329.57,114600,37768170,139
HDFC,EQ,21-Oct-20,2015.3,2030,2067.45,2005.35,2045.8,2048.75,2047.11,8166501,16717703468,223144
HDFC,W3,21-Oct-20,329.55,333,349,333,345.15,344.4,343.91,96600,33222000,122
HDFC,EQ,22-Oct-20,2048.75,2038.3,2063,2023.15,2046,2042.55,2042.61,5030745,10275855914,220748
HDFC,W3,22-Oct-20,344.4,344.75,349.9,343,345,345,345.05,117600,40577940,112
HDFC,EQ,23-Oct-20,2042.55,2056,2067.9,2046,2062.75,2059.7,2055.96,3573911,7347820062,127950
HDFC,W3,23-Oct-20,345,349.5,371,349.5,365,365,358.72,126000,45199260,112
HDFC,EQ,26-Oct-20,2059.7,2058,2083.95,2052.75,2073,2073.35,2069.01,4927520,10195074348,148814
HDFC,W3,26-Oct-20,365,375,378.9,363,370,370,369.24,220200,81306930,180
HDFC,EQ,27-Oct-20,2073.35,2056,2064.8,2027,2029.75,2041.35,2050.39,4468948,9163074175,175630
HDFC,W3,27-Oct-20,370,363,371,361,364,368.15,364.78,40200,14664000,43
