Symbol,Series,Date,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades
HDFC,EQ,28-Oct-20,2041.35,2045,2045,1965,1969.1,1968.9,1985.57,4636738,9206559404,238018
HDFC,W3,28-Oct-20,368.15,362,362,348.05,348.1,348.55,353.14,142200,50216250,168
HDFC,EQ,29-Oct-20,1968.9,1941.25,1970,1927.3,1937.55,1934.3,1947.27,3463664,6744689282,194216
HDFC,W3,29-Oct-20,348.55,346.9,352,346.5,351.45,351.25,349.79,66000,23085840,89
HDFC,EQ,30-Oct-20,1934.3,1930,1947,1906.85,1921,1923.55,1925.59,4322115,8322607584,162226
HDFC,W3,30-Oct-20,351.25,347,350,346,350,350,349.59,87600,30624360,133
HDFC,EQ,02-Nov-20,1923.55,1916,2065,1916,2022.3,2040.8,1994.92,7635981,15233134583,266011
HDFC,W3,02-Nov-20,350,348.55,385,347,374,377.45,361.3,116400,42055140,127
HDFC,EQ,03-Nov-20,2040.8,2030,2139.65,2030,2121.35,2130.95,2103.77,8905106,18734281984,328061
HDFC,W3,03-Nov-20,377.45,384,415.15,382,415.15,415.15,409.84,65400,26803740,98
HDFC,EQ,04-Nov-20,2130.95,2111.1,2134.95,2056.4,2085,2088.2,2091.7,5214238,10906600958,228842
HDFC,W3,04-Nov-20,415.15,415,450,412.55,440,442.6,430.43,79200,34090380,106
HDFC,EQ,05-Nov-20,2088.2,2106,2120,2084.3,2102.3,2100.7,2099.14,4117187,8642543843,158099
HDFC,W3,05-Nov-20,442.6,440,452.9,434.05,435,435,442.99,21600,9568560,35
HDFC,EQ,06-Nov-20,2100.7,2110,2145,2102.45,2136.35,2138.45,2126.85,4607710,9799922470,153460
HDFC,W3,06-Nov-20,435,446.9,458,445.15,445.15,445.15,453.39,22200,10065150,32
HDFC,EQ,09-Nov-20,2138.45,2150,2169.95,2138.2,2156,2152.1,2154.09,3529739,7603377838,107244
HDFC,W3,09-Nov-20,445.15,459.95,489.65,459.9,479,479,477.74,65400,31244040,67
HDFC,EQ,10-Nov-20,2152.1,2185,2288.8,2175.55,2268.95,2272.1,2246.62,8512622,19124668022,316631
HDFC,W3,10-Nov-20,479,509.7,526.9,506,526.9,526.9,513.88,81600,41932710,124
HDFC,EQ,11-Nov-20,2272.1,2279,2337,2273,2318,2324.3,2307.35,7235313,16694403655,205390
HDFC,W3,11-Nov-20,526.9,570,576.9,528.5,561,558.15,558.99,102600,57351870,161
HDFC,EQ,12-Nov-20,2324.3,2297.25,2343.8,2267.45,2326.05,2332.1,2300.57,6398213,14719512309,225111
HDFC,W3,12-Nov-20,558.15,535,559.9,527,553,552.55,545.76,39600,21612210,58
HDFC,EQ,13-Nov-20,2332.1,2320,2323.3,2284,2306.7,2306.75,2304.09,3999928,9216175813,130409
HDFC,W3,13-Nov-20,552.55,540,540,527,528,528.65,529.24,57000,30166920,63
HDFC,EQ,14-Nov-20,2306.75,2320,2329.35,2304,2312.6,2311.25,2314.53,374286,866294320.2,19227
HDFC,W3,14-Nov-20,528.65,537.95,540,535,539,538.65,537.74,5400,2903790,9
HDFC,EQ,17-Nov-20,2311.25,2339.9,2364.75,2307.4,2344.85,2349,2332.31,7393052,17242915956,173799
HDFC,W3,17-Nov-20,538.65,545,558.25,530,555,555.3,544.56,10800,5881290,18
HDFC,EQ,18-Nov-20,2349,2336.7,2369.4,2320.3,2360,2364.9,2348.24,4344487,10201897712,151565
HDFC,W3,18-Nov-20,555.3,540.05,570,540.05,570,570,558.53,16200,9048180,24
HDFC,EQ,19-Nov-20,2364.9,2336,2351.9,2311,2327.5,2324.6,2327.23,6936896,16143740175,160110
HDFC,W3,19-Nov-20,570,541.05,555,541.05,548.5,548.1,549.43,15000,8241420,25
HDFC,EQ,20-Nov-20,2324.6,2330,2386.55,2326.55,2329,2334.8,2349.94,5321688,12505673533,159247
HDFC,W3,20-Nov-20,548.1,540,575,540,559.45,552.7,559.78,9600,5373900,15
HDFC,EQ,23-Nov-20,2334.8,2344.2,2347.85,2230.1,2253.05,2250.8,2266.43,6995598,15855018351,218301
HDFC,W3,23-Nov-20,552.7,540.05,540.05,498.5,504,505.8,510.17,63000,32140470,102
HDFC,EQ,24-Nov-20,2250.8,2272.25,2272.25,2209.55,2220,2217.7,2232.36,4945274,11039617437,205979
HDFC,W3,24-Nov-20,505.8,509.4,518.8,500,500.15,501.1,508.45,21600,10982580,34
HDFC,EQ,25-Nov-20,2217.7,2228,2252.15,2179.3,2186.8,2191.35,2210.08,6150483,13593069077,217608
HDFC,W3,25-Nov-20,501.1,502,529,497.15,525,518.75,513.69,48600,24965160,74
HDFC,EQ,26-Nov-20,2191.35,2197.15,2245,2187.65,2242.7,2238.4,2215.19,5026304,11134205386,208269
HDFC,W3,26-Nov-20,518.75,525.9,525.9,515.1,525,525,522.41,13200,6895860,18
HDFC,EQ,27-Nov-20,2238.4,2240,2272.45,2202.2,2238,2256.25,2239.94,10179511,22801506316,213049
HDFC,W3,27-Nov-20,525,525,545,521,535,542.1,528.67,21600,11419230,31
HDFC,EQ,01-Dec-20,2256.25,2237,2324,2217.65,2296.2,2306.95,2283.03,7031670,16053479119,236556
HDFC,W3,01-Dec-20,542.1,550,578,541.05,572,575.3,565.82,27600,15616710,41
HDFC,EQ,02-Dec-20,2306.95,2300,2304,2252.5,2274,2276.35,2276.62,3191550,7265961073,148812
HDFC,W3,02-Dec-20,575.3,571,571,549,549,549,552.14,30000,16564290,39
HDFC,EQ,03-Dec-20,2276.35,2287,2289.45,2235,2252.75,2253.95,2257.07,4528707,10221611674,157122
HDFC,W3,03-Dec-20,549,559,559,539,542.55,542.7,542,13800,7479660,23
HDFC,EQ,04-Dec-20,2253.95,2253.95,2284.9,2231.6,2247.2,2245.9,2253.16,3245440,7312486078,127080
HDFC,W3,04-Dec-20,542.7,550,560,540,543,545.35,548.29,15600,8553390,22
HDFC,EQ,07-Dec-20,2245.9,2240,2309.7,2221.2,2303,2303.8,2281.8,4910736,11205315398,191036
HDFC,W3,07-Dec-20,545.35,550,577.9,550,575,571.8,567.63,33000,18731640,46
HDFC,EQ,08-Dec-20,2303.8,2315,2340,2292.05,2309,2309.75,2315.55,5262959,12186668785,162017
HDFC,W3,08-Dec-20,571.8,588,588,562.55,569,569.5,570.97,18600,10620090,24
HDFC,EQ,09-Dec-20,2309.75,2318,2334.65,2280.6,2306,2306.7,2308.51,3302661,7624232030,114133
HDFC,W3,09-Dec-20,569.5,576,576,530.55,549.6,547.3,548.72,93000,51030900,134
HDFC,EQ,10-Dec-20,2306.7,2300,2303,2267,2289.8,2289.1,2282.42,2545081,5808940361,100245
HDFC,W3,10-Dec-20,547.3,537.2,550,535,550,543.85,542.99,46200,25086030,52
HDFC,EQ,11-Dec-20,2289.1,2307,2317.7,2272,2297,2295.9,2295.63,4577813,10508944241,143063
HDFC,W3,11-Dec-20,543.85,550,550,539,542.7,542.9,547.6,25200,13799640,41
HDFC,EQ,14-Dec-20,2295.9,2306.7,2315.65,2270.55,2300.55,2302.65,2292.85,3160235,7245930583,130954
HDFC,W3,14-Dec-20,542.9,549.95,554,540,548,547.2,544.63,9000,4901700,14
HDFC,EQ,15-Dec-20,2302.65,2290.5,2357.4,2282.7,2350.35,2350.35,2331.88,5056502,11791167409,181471
HDFC,W3,15-Dec-20,547.2,546.5,586,540,582.75,580.9,567.44,21000,11916330,35
HDFC,EQ,16-Dec-20,2350.35,2377.95,2443.4,2365.5,2415,2424.65,2405.35,6532346,15712587606,215995
HDFC,W3,16-Dec-20,580.9,590,628,590,624.05,623.2,612.38,104400,63932340,163
HDFC,EQ,17-Dec-20,2424.65,2434.9,2509,2420.15,2490.1,2494.6,2475.38,7379515,18267067625,216960
HDFC,W3,17-Dec-20,623.2,634,680,634,665,667.7,655.23,85200,55825500,130
HDFC,EQ,18-Dec-20,2494.6,2482,2489,2431,2472.8,2479.4,2459.71,4189517,10305009813,154155
HDFC,W3,18-Dec-20,667.7,644,670,636,666,667,646.22,13800,8917770,22
HDFC,EQ,21-Dec-20,2479.4,2468,2478.95,2370.45,2404.45,2414.8,2442.5,3573982,8729453775,136935
HDFC,W3,21-Dec-20,667,666,675,601,620,612.25,651.62,43800,28540860,72
HDFC,EQ,22-Dec-20,2414.8,2415,2439.9,2360.5,2398.5,2403.65,2397.12,4832004,11582915570,162100
HDFC,W3,22-Dec-20,612.25,608,650,606,648,646.55,630.54,68400,43128600,107
HDFC,EQ,23-Dec-20,2403.65,2398,2419.65,2376.75,2405.9,2403.05,2393.1,2605828,6236006742,102506
HDFC,W3,23-Dec-20,646.55,639,645,633,645,642.5,639.05,13200,8435430,22
HDFC,EQ,24-Dec-20,2403.05,2417,2464.65,2411.05,2451.85,2455.15,2441.15,2723426,6648298919,90401
HDFC,W3,24-Dec-20,642.5,673.9,685,657,662.5,667.85,669.04,14400,9634170,24
HDFC,EQ,28-Dec-20,2455.15,2467,2485,2436.6,2485,2476.45,2460.41,2085391,5130918234,67694
HDFC,W3,28-Dec-20,667.85,695,695,669,677,681,679.12,6000,4074720,9
HDFC,EQ,29-Dec-20,2476.45,2480,2530,2480,2511,2518.95,2513.8,4490464,11288129537,162376
HDFC,W3,29-Dec-20,681,700,730,700,717,716.8,719.16,37800,27184320,47
HDFC,EQ,30-Dec-20,2518.95,2518.95,2525,2483,2521.7,2518.05,2502.78,2902423,7264128977,105288
HDFC,W3,30-Dec-20,716.8,715,715,698,714.95,714.95,707.97,11400,8070870,18
HDFC,EQ,31-Dec-20,2518.05,2518.7,2575,2504.4,2549.95,2558.65,2556.76,4956399,12672322865,147144
HDFC,W3,31-Dec-20,714.95,720,770,720,755,752.6,752.2,37800,28433250,53
HDFC,EQ,01-Jan-21,2558.65,2549,2593.3,2541.15,2565,2568.75,2574.95,2054108,5289219587,77982
HDFC,W3,01-Jan-21,752.6,759,775,747.1,760,757.7,761.87,30600,23313330,50
HDFC,EQ,04-Jan-21,2568.75,2576.9,2592.35,2533.15,2579,2578.5,2568.41,2795972,7181188494,99023
HDFC,W3,04-Jan-21,757.7,760,763.6,740,756.15,758.05,757.37,18600,14087010,29
HDFC,EQ,05-Jan-21,2578.5,2589,2659.45,2572.4,2654.95,2651.85,2631.43,5870743,15448439206,191487
HDFC,W3,05-Jan-21,758.05,761.15,812,761.15,798.5,798.7,798.61,109200,87207870,170
HDFC,EQ,06-Jan-21,2651.85,2664.7,2665,2619,2631,2638.85,2642.51,3401085,8987385763,126726
HDFC,W3,06-Jan-21,798.7,800,815,783,783,789.1,796.66,58800,46843590,98
HDFC,EQ,07-Jan-21,2638.85,2670,2709.35,2647.4,2653.45,2661.35,2680.83,4106042,11007581807,183933
HDFC,W3,07-Jan-21,789.1,817.45,830,813.95,829.5,826.9,821.53,226200,185830080,229
HDFC,EQ,08-Jan-21,2661.35,2668,2674.4,2631,2657.65,2657.5,2646.97,4497042,11903528947,129843
HDFC,W3,08-Jan-21,826.9,824,825,800,820,815.9,807.01,31200,25178760,52
HDFC,EQ,11-Jan-21,2657.5,2680,2762,2666.75,2747.1,2751.2,2719.37,5939812,16152540359,146148
HDFC,W3,11-Jan-21,815.9,830,863,830,850,855.25,844.9,105600,89221740,166
HDFC,EQ,12-Jan-21,2751.2,2738,2760,2719,2750,2747.55,2736.57,3412213,9337751783,143428
HDFC,W3,12-Jan-21,855.25,825.25,850,825.25,850,845.65,841,21600,18165600,36
HDFC,EQ,13-Jan-21,2747.55,2760.45,2777.15,2651.1,2672,2670.9,2697.06,5582165,15055421129,220680
HDFC,W3,13-Jan-21,845.65,854.5,860,780,792,793,809.78,27000,21864000,45
HDFC,EQ,14-Jan-21,2670.9,2670,2699,2647.15,2681.1,2684.05,2671.94,4253567,11365263176,161894
HDFC,W3,14-Jan-21,793,785,800,773,790,794.45,794.05,35400,28109490,59
HDFC,EQ,15-Jan-21,2684.05,2661,2688.45,2615.6,2635,2632.75,2645.58,2582955,6833403182,119439
HDFC,W3,15-Jan-21,794.45,781.25,781.25,750,765,765,763.99,9600,7334340,16
HDFC,EQ,18-Jan-21,2632.75,2645.95,2647.4,2550,2569.4,2566.5,2580.07,5154593,13299213123,194019
HDFC,W3,18-Jan-21,765,747,747,700,717.9,714.5,717.42,60000,43045200,95
HDFC,EQ,19-Jan-21,2566.5,2585,2680.8,2575,2651.05,2656.95,2630.4,3569359,9388838395,137748
HDFC,W3,19-Jan-21,714.5,749,785.95,736,768.9,773.4,769.07,39600,30455310,61
HDFC,EQ,20-Jan-21,2656.95,2666,2711.9,2622.6,2673,2688.15,2665.86,5771114,15384974616,186407
HDFC,W3,20-Jan-21,773.4,753.35,788,750,760,773,764.96,63000,48192390,103
HDFC,EQ,21-Jan-21,2688.15,2687.95,2698,2641.25,2671,2663,2669.14,3200138,8541606461,144444
HDFC,W3,21-Jan-21,773,781.75,795,755.1,770,764.7,772.37,39600,30586020,49
HDFC,EQ,22-Jan-21,2663,2669,2678.75,2583.05,2589.95,2589.45,2623.61,5013872,13154429479,182520
HDFC,W3,22-Jan-21,764.7,740,767.45,717.1,725.45,721.5,728.87,40200,29300490,67
HDFC,EQ,25-Jan-21,2589.45,2630.45,2670,2543,2560,2551.4,2611.45,7761405,20268543191,242397
HDFC,W3,25-Jan-21,721.5,780,784.55,676,698,690.65,719.79,43200,31094970,72
HDFC,EQ,27-Jan-21,2551.4,2546.3,2546.3,2458.25,2470,2467,2494.96,4858346,12121360028,224331
HDFC,W3,27-Jan-21,690.65,661.1,680,645,670.95,668,658.01,94200,61984470,157
HDFC,EQ,28-Jan-21,2467,2430.1,2454,2395.25,2431.5,2425.75,2424.38,5282970,12807903788,206977
HDFC,W3,28-Jan-21,668,622.25,674,622.25,658.5,660.9,657.46,70800,46548210,114
HDFC,EQ,29-Jan-21,2425.75,2450,2460,2364.6,2378,2377.8,2413.14,7347695,17731030596,217055
HDFC,W3,29-Jan-21,660.9,675,690,658.5,662,664.8,670.72,31200,20926590,51
HDFC,EQ,01-Feb-21,2377.8,2402.7,2602.1,2391.85,2580,2579.25,2497.4,7106502,17747779822,313341
HDFC,W3,01-Feb-21,664.8,686,731.25,675.3,731.25,731.25,718.2,113400,81444360,180
HDFC,EQ,02-Feb-21,2579.25,2625,2762.95,2612,2658.7,2659,2702.44,9253486,25006997372,341033
HDFC,W3,02-Feb-21,731.25,780,804.35,750,763.85,762,797.51,163800,130631850,243
HDFC,EQ,03-Feb-21,2659,2695,2734.5,2618,2702.95,2703.55,2687.61,4782433,12853319780,200284
HDFC,W3,03-Feb-21,762,755.05,825,748,802,803.15,798.5,141600,113067660,112
HDFC,EQ,04-Feb-21,2703.55,2740.4,2742,2659,2707,2707.75,2696.8,4108174,11078934149,166227
HDFC,W3,04-Feb-21,803.15,799.9,815,777,809,809,805.63,47400,38186880,68
HDFC,EQ,05-Feb-21,2707.75,2724.5,2767.8,2696.2,2721,2721.5,2730.71,4575345,12493933544,185133
HDFC,W3,05-Feb-21,809,863.8,864.8,828,864,858.9,845.72,82200,69517830,120
HDFC,EQ,08-Feb-21,2721.5,2765,2765,2711.1,2735.1,2733.35,2734.19,3807824,10411332364,164151
HDFC,W3,08-Feb-21,858.9,866,895,861,870,876.5,880.47,61800,54412830,93
HDFC,EQ,09-Feb-21,2733.35,2760,2784,2710.45,2745,2747.05,2746.69,5586584,15344641030,156091
HDFC,W3,09-Feb-21,876.5,885,909.9,870,880,881.2,894.45,114600,102504060,170
HDFC,EQ,10-Feb-21,2747.05,2745.95,2780,2739.2,2777.2,2767.1,2764.2,5602915,15487593018,166441
HDFC,W3,10-Feb-21,881.2,867.65,900,867.65,880,879.85,881.13,73800,65027160,115
HDFC,EQ,11-Feb-21,2767.1,2744.1,2767.6,2737.45,2753.4,2760.6,2752.05,1935639,5326968204,111377
HDFC,W3,11-Feb-21,879.85,865,880,865,880,880,870.48,34800,30292560,57
HDFC,EQ,12-Feb-21,2760.6,2746,2809,2735.6,2789,2791.5,2781.64,2921180,8125663979,116778
HDFC,W3,12-Feb-21,880,875.1,915,870,885.15,894.75,901.7,28200,25427880,47
HDFC,EQ,15-Feb-21,2791.5,2819,2868,2805,2861.55,2860.45,2847.59,2847445,8108348529,119073
HDFC,W3,15-Feb-21,894.75,935,948.9,923.2,933,931.05,932.63,97200,90651510,148
HDFC,EQ,16-Feb-21,2860.45,2871,2896,2838,2853.85,2858.65,2867.92,2295100,6582170859,103353
HDFC,W3,16-Feb-21,931.05,964.95,965,920,930,930,942.22,57000,53706720,80
HDFC,EQ,17-Feb-21,2858.65,2850.25,2856.6,2787.85,2797.55,2805.35,2814.04,2874649,8089368102,105039
HDFC,W3,17-Feb-21,930,900,920,885,885,893.1,901.12,67200,60554970,89
HDFC,EQ,18-Feb-21,2805.35,2800,2806,2730.1,2750,2745.15,2758.03,2937262,8101051922,131354
HDFC,W3,18-Feb-21,893.1,873,875.1,836.9,845,845.2,849.04,36000,30565440,45
HDFC,EQ,19-Feb-21,2745.15,2725,2765,2714.15,2740,2741.3,2740.19,2275146,6234329819,118178
HDFC,W3,19-Feb-21,845.2,829.5,874,816,840.3,841.2,843.59,33000,27838410,55
HDFC,EQ,22-Feb-21,2741.3,2741.3,2741.3,2638.15,2655,2651.95,2674.85,4090709,10942024844,155641
HDFC,W3,22-Feb-21,841.2,824,829,800.1,826,823.15,812.42,99000,80430000,155
HDFC,EQ,23-Feb-21,2651.95,2670.35,2677.9,2621,2629,2628.6,2640.44,3022925,7981842805,134497
HDFC,W3,23-Feb-21,823.15,825,838,810,825,826.2,824.44,43800,36110580,73
HDFC,EQ,24-Feb-21,2628.6,2610.1,2723,2610.1,2709,2707.75,2655.41,2950645,7835183617,102500
HDFC,W3,24-Feb-21,826.2,838.9,883,833.5,875,876,858.42,12000,10301040,20
HDFC,EQ,25-Feb-21,2707.75,2718.5,2739,2677,2687,2684.7,2702.59,4758112,12859239613,144627
HDFC,W3,25-Feb-21,876,875,878,865,865,865.9,872.5,12000,10469970,14
HDFC,EQ,26-Feb-21,2684.7,2631.05,2631.05,2520,2539.9,2539.4,2561.29,8771431,22466145912,288790
HDFC,W3,26-Feb-21,865.9,825,837,800,806.55,806.2,812.24,103800,84310590,168
HDFC,EQ,01-Mar-21,2539.4,2556,2614.6,2548.6,2610,2606,2588.58,3595993,9308531411,134145
HDFC,W3,01-Mar-21,806.2,844,848,826,840,840,839.55,10800,9067140,18
HDFC,EQ,02-Mar-21,2606,2615,2615,2541.4,2575,2564,2567.14,4086134,10489679518,162290
HDFC,W3,02-Mar-21,840,850,850,817,833.6,833.6,827.16,19200,15881550,32
HDFC,EQ,03-Mar-21,2564,2608.9,2664.15,2592.15,2654.85,2654.9,2626.73,5640063,14814933877,133676
HDFC,W3,03-Mar-21,833.6,850,865,845,864,857.15,852.57,28200,24042570,42
HDFC,EQ,04-Mar-21,2654.9,2610,2610,2568,2584.9,2582.95,2584.28,5315682,13737220189,235030
HDFC,W3,04-Mar-21,857.15,802.25,830,802.25,826,826,816.79,36600,29894370,59
HDFC,EQ,05-Mar-21,2582.95,2573.6,2579.9,2523.5,2546.9,2543.9,2551.4,4254126,10853977689,171484
HDFC,W3,05-Mar-21,826,813.8,826,795,810,805.1,809.26,52800,42729090,75
HDFC,EQ,08-Mar-21,2543.9,2555.05,2560,2505.4,2512,2510.25,2525.59,2179821,5505333730,114119
HDFC,W3,08-Mar-21,805.1,811,822.5,797,800,801.65,804.37,27000,21717990,43
HDFC,EQ,09-Mar-21,2510.25,2513.1,2584.4,2513.1,2578,2577.3,2559.34,2877662,7364925571,122151
HDFC,W3,09-Mar-21,801.65,815.05,850,815.05,850,847.7,838.97,27000,22652190,41
HDFC,EQ,10-Mar-21,2577.3,2590.4,2609.4,2580.6,2600,2599.8,2596.55,2569360,6671472758,102150
HDFC,W3,10-Mar-21,847.7,861.85,865,835,840,840,846.74,13800,11685060,22
HDFC,EQ,12-Mar-21,2599.8,2662,2667.95,2556.35,2568,2568,2607.61,3487185,9093216420,135588
HDFC,W3,12-Mar-21,840,874,874,813.5,826.5,824.65,837.35,20400,17081970,34
HDFC,EQ,15-Mar-21,2568,2565,2568,2496.05,2532.9,2535.5,2521.26,2905477,7325465979,143612
HDFC,W3,15-Mar-21,824.65,801.1,830,785,830,828,800.22,76800,61457010,122
HDFC,EQ,16-Mar-21,2535.5,2556.5,2562.65,2503,2517.5,2510.4,2529.62,2446483,6188680433,140833
HDFC,W3,16-Mar-21,828,819,820,810,820,812.5,816.12,15600,12731520,26
HDFC,EQ,17-Mar-21,2510.4,2509.1,2542,2502.75,2510,2515.55,2520.91,3362442,8476407085,109845
HDFC,W3,17-Mar-21,812.5,817.9,819.45,792.25,800,798.3,801.21,34800,27881970,57
HDFC,EQ,18-Mar-21,2515.55,2549,2561.45,2501,2507.8,2514.6,2528.95,3460891,8752416460,147535
HDFC,W3,18-Mar-21,798.3,795,814,770,786,781.45,789.9,57600,45498120,93
HDFC,EQ,19-Mar-21,2514.6,2486,2567,2481.7,2525.4,2531.65,2523.88,5277763,13320434189,122261
HDFC,W3,19-Mar-21,781.45,765,797.95,760,780,782.45,773.85,49200,38073300,77
HDFC,EQ,22-Mar-21,2531.65,2530.1,2547.35,2485,2536.2,2531.85,2516.21,3367784,8474065237,118982
HDFC,W3,22-Mar-21,782.45,780,780,766,774.95,775,773.72,19800,15319650,32
HDFC,EQ,23-Mar-21,2531.85,2531,2541.35,2492.1,2512.3,2509.9,2512.86,3980896,10003415249,170520
HDFC,W3,23-Mar-21,775,783.25,788,750,774,765.3,761.93,123600,94174710,181
HDFC,EQ,24-Mar-21,2509.9,2484.85,2503.5,2446.7,2465,2465.75,2470.25,3165420,7819375117,146395
HDFC,W3,24-Mar-21,765.3,760,771.7,737,756.4,745.6,746.96,42600,31820580,68
HDFC,EQ,25-Mar-21,2465.75,2488,2491.6,2431.1,2478,2470.75,2456.22,4759214,11689682430,196107
HDFC,W3,25-Mar-21,745.6,735.1,790,729.75,789,784,755.22,40800,30812910,67
HDFC,EQ,26-Mar-21,2470.75,2506.75,2548,2491.2,2529,2532.75,2524.28,3272534,8260785946,144477
HDFC,W3,26-Mar-21,784,794,795,769,771.1,781.55,778.4,62400,48572460,90
HDFC,EQ,30-Mar-21,2532.75,2569.3,2617,2555.25,2609.95,2605.65,2592.39,4349089,11274543313,150693
HDFC,W3,30-Mar-21,781.55,807.3,807.3,780,785,789.4,790.51,122400,96758520,190
HDFC,EQ,31-Mar-21,2605.65,2599.6,2599.6,2490,2504.05,2498.1,2514.9,5492619,13813380402,236093
HDFC,W3,31-Mar-21,789.4,774.9,774.9,730,740,744,744.89,156000,116203560,206
HDFC,EQ,01-Apr-21,2498.1,2524,2536.95,2480,2530,2531.45,2513.49,2621437,6588954277,103602
HDFC,W3,01-Apr-21,744,759.9,770,738.5,770,770,750.78,30600,22973910,43
HDFC,EQ,05-Apr-21,2531.45,2530,2531,2413,2448,2445.85,2448.25,3353567,8210377357,211024
HDFC,W3,05-Apr-21,770,746,754.9,722.1,737,740.2,743.4,33600,24978210,55
HDFC,EQ,06-Apr-21,2445.85,2470.3,2486.85,2435.35,2478.15,2472.3,2468.06,2882606,7114455771,128916
HDFC,W3,06-Apr-21,740.2,736,769,736,755,754.05,753.59,48000,36172080,51
HDFC,EQ,07-Apr-21,2472.3,2489,2507.8,2457,2478.8,2482.7,2485.1,3511527,8726504187,134963
HDFC,W3,07-Apr-21,754.05,755.05,788.9,755.05,770,771.2,770.77,26400,20348370,37
HDFC,EQ,08-Apr-21,2482.7,2495,2530.9,2485.75,2502.45,2502.55,2514.01,2510746,6312048417,101341
HDFC,W3,08-Apr-21,771.2,775,791.95,761,761,761.25,776.68,10800,8388180,18
HDFC,EQ,09-Apr-21,2502.55,2522,2556,2492.3,2515.7,2513.9,2517.57,3234017,8141860941,97618
HDFC,W3,09-Apr-21,761.25,760,784.9,753,756.1,760.55,768.92,14400,11072400,24
HDFC,EQ,12-Apr-21,2513.9,2450,2454.45,2405,2426,2419.85,2425.22,3772771,9149810744,216533
HDFC,W3,12-Apr-21,760.55,721.05,735,693,703,701.55,713,53400,38074050,87
HDFC,EQ,13-Apr-21,2419.85,2422.4,2523.1,2412.25,2522,2512.95,2468.59,3832030,9459725070,196531
HDFC,W3,13-Apr-21,701.55,725,765,725,764,764.05,746.6,24600,18366270,41
HDFC,EQ,15-Apr-21,2512.95,2540,2555,2493,2543.95,2547.15,2527.23,4201633,10618500100,147895
HDFC,W3,15-Apr-21,764.05,774,788.5,740.25,772.1,783.45,770.61,18600,14333280,31
HDFC,EQ,16-Apr-21,2547.15,2550,2589.8,2546.85,2569,2574.05,2572.39,3133311,8060093450,126445
HDFC,W3,16-Apr-21,783.45,790,805,785,785,785,796.61,8400,6691530,14
HDFC,EQ,19-Apr-21,2574.05,2474,2510,2452,2501.05,2492.35,2484.26,3550890,8821342904,150346
HDFC,W3,19-Apr-21,785,740,754.5,725,754.5,754.5,737.61,18000,13276890,30
HDFC,EQ,20-Apr-21,2492.35,2542.15,2544,2406.2,2409,2415.9,2454.68,7365765,18080588517,193822
HDFC,W3,20-Apr-21,754.5,750,752.9,730,730,733.35,741.58,15600,11568600,26
HDFC,EQ,22-Apr-21,2415.9,2400,2485,2373,2478.05,2479.7,2437.46,4514740,11004497066,234101
HDFC,W3,22-Apr-21,733.35,742,769,732.1,769,769,752.2,6000,4513200,10
HDFC,EQ,23-Apr-21,2479.7,2455.05,2504.15,2437.5,2491,2497.35,2479.65,3143779,7795464528,133007
HDFC,W3,23-Apr-21,769,762.9,769.8,743.4,764.95,765,762.8,25800,19680150,35
HDFC,EQ,26-Apr-21,2497.35,2500,2534.1,2483.2,2502,2509.8,2508.07,3916088,9821804816,121028
HDFC,W3,26-Apr-21,765,780,780,762.55,767.95,767.95,767.46,20400,15656130,34
HDFC,EQ,27-Apr-21,2509.8,2494.15,2526.8,2486.25,2514,2518.4,2509.18,2040799,5120729690,102250
HDFC,W3,27-Apr-21,767.95,766,773,760,762,763.75,764.29,25800,19718640,42
HDFC,EQ,28-Apr-21,2518.4,2516.1,2609,2508.3,2575,2577,2574.21,3407461,8771527416,117425
HDFC,W3,28-Apr-21,763.75,778,798,770.05,777,778.5,779.54,56400,43966200,89
HDFC,EQ,29-Apr-21,2577,2590.9,2628,2533,2539.7,2538.85,2569.65,3005468,7722995108,132826
HDFC,W3,29-Apr-21,778.5,819.95,819.95,767,767,769.1,789.34,24000,18944220,40
HDFC,EQ,30-Apr-21,2538.85,2503.1,2525,2411.1,2433.25,2420.1,2445.94,6024595,14735807391,224454
HDFC,W3,30-Apr-21,769.1,740,750,726,741,736.1,735.82,59400,43707540,98
HDFC,EQ,03-May-21,2420.1,2365,2432.95,2365,2423.8,2418.5,2401.4,2984938,7168042528,144750
HDFC,W3,03-May-21,736.1,715,745,706.1,745,744.25,724.65,28200,20435040,46
HDFC,EQ,04-May-21,2418.5,2420,2435,2373.6,2377,2377.2,2401.21,3135834,7529786776,161798
HDFC,W3,04-May-21,744.25,726.25,732.5,710,722,721.5,726.22,17400,12636300,29
HDFC,EQ,05-May-21,2377.2,2392,2403,2354,2384.25,2377.6,2376.82,3458463,8220152460,126211
HDFC,W3,05-May-21,721.5,725,727,715.15,725,724.2,723.54,25800,18667350,42
HDFC,EQ,06-May-21,2377.6,2397.3,2435,2382,2428,2430.1,2416.49,2401866,5804094933,97225
HDFC,W3,06-May-21,724.2,730,734.9,725,734,734,728.52,12600,9179340,20
HDFC,EQ,07-May-21,2430.1,2454.7,2507.3,2438.4,2491.35,2496.75,2471.14,4829852,11935242399,183239
HDFC,W3,07-May-21,734,740,760,732.05,754,757.1,748.46,28800,21555600,47
HDFC,EQ,10-May-21,2496.75,2515.1,2563.7,2515.1,2529,2531.35,2541.34,4289915,10902145862,154774
